cue_stim_type,cue_orientation,cue_position,cue_time,cue_type,stim_position,expected_response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,exo_trials.thisRepN,exo_trials.thisTrialN,exo_trials.thisN,exo_trials.thisIndex,intro_text.started,intro_text.stopped,intro_resp.keys,intro_resp.rt,intro_resp.started,intro_resp.stopped,key_resp.keys,key_resp.started,key_resp.stopped,endo_right.started,endo_right.stopped,endo_left.started,endo_left.stopped,fixation_cross.started,fixation_cross.stopped,endo_cue.started,endo_cue.stopped,endo_stimulus.started,endo_stimulus.stopped,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,exo_right.started,exo_right.stopped,exo_left.started,exo_left.stopped,fixation.started,fixation.stopped,exo_cue.started,exo_cue.stopped,exo_stimulus.started,exo_stimulus.stopped,outro_text.started,outro_text.stopped,participant,date,expName,psychopyVersion,frameRate,
exo,,"(-0.4, 0)",0.27238578623149223,correct,"(-0.4, 0)",a,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,a,1.8397023000288755,198.15640510001685,None,196.30219539999962,None,196.30219539999962,None,196.30219539999962,None,198.05931669997517,198.15640510001685,198.15640510001685,198.26492840005085,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.04126128936196305,correct,"(-0.4, 0)",a,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,a,1.5795371000422165,201.635174700059,None,200.0143611000385,None,200.0143611000385,None,200.0143611000385,None,201.53820619999897,201.635174700059,201.635174700059,201.74166289996356,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.7386611339705057,correct,"(0.4, 0)",l,,,,,0,4,4,27,,,,,,,,,,,,,,,,,,,,,a,0.871345299994573,205.54995260003489,None,203.23640749999322,None,203.23640749999322,None,203.23640749999322,None,205.45304589997977,205.54995260003489,205.54995260003489,205.6564355000155,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.1564137278799309,correct,"(-0.4, 0)",a,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,l,0.8015700000105426,208.17415650002658,None,206.43882310006302,None,206.43882310006302,None,206.43882310006302,None,208.07734169997275,208.17415650002658,208.17415650002658,208.2803848000476,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.987689543319433,incorrect,"(0.4, 0)",l,,,,,0,6,6,36,,,,,,,,,,,,,,,,,,,,,a,0.3897454999387264,211.5682546000462,None,209.00227539998014,None,209.00227539998014,None,209.00227539998014,None,211.47158040001523,211.5682546000462,211.5682546000462,211.6769441999495,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.6213500325446535,correct,"(0.4, 0)",l,,,,,0,7,7,24,,,,,,,,,,,,,,,,,,,,,l,0.3677872000262141,214.17414699995425,None,211.97444500005804,None,211.97444500005804,None,211.97444500005804,None,214.07721570006106,214.17414699995425,214.17414699995425,214.27753359999042,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.1153605878572842,incorrect,"(0.4, 0)",l,,,,,0,8,8,31,,,,,,,,,,,,,,,,,,,,,a,0.23088849999476224,216.2590465999674,None,214.5680277000647,None,214.5680277000647,None,214.5680277000647,None,216.1625823000213,216.2590465999674,216.2590465999674,216.36510950000957,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.8129667345671767,incorrect,"(-0.4, 0)",a,,,,,0,9,9,16,,,,,,,,,,,,,,,,,,,,,a,0.3071120000677183,218.8953301999718,None,216.50407120003365,None,216.50407120003365,None,216.50407120003365,None,218.79835559998173,218.8953301999718,218.8953301999718,218.9897006000392,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.6134322306232748,correct,"(0.4, 0)",l,,,,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,l,1.0577519999351352,221.42253740003798,None,219.22825080004986,None,219.22825080004986,None,219.22825080004986,None,221.31343470001593,221.4103727999609,221.42253740003798,221.52652469999157,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.004487989147306193,incorrect,"(0.4, 0)",l,,,,,0,11,11,30,,,,,,,,,,,,,,,,,,,,,l,0.5129772999789566,224.08906460006256,None,222.5071887000231,None,222.5071887000231,None,222.5071887000231,None,223.99244559998624,224.08906460006256,224.08906460006256,224.19610669999383,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.36271911781023525,correct,"(-0.4, 0)",a,,,,,0,12,12,3,,,,,,,,,,,,,,,,,,,,,a,0.4913877999642864,226.57386400003452,None,224.62947399995755,None,224.62947399995755,None,224.62947399995755,None,226.4647770000156,226.56171779998112,226.57386400003452,226.678379900055,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.09319469313166973,incorrect,"(-0.4, 0)",a,,,,,0,13,13,17,,,,,,,,,,,,,,,,,,,,,a,0.5701475999085233,228.76339279999956,None,227.09000329999253,None,227.09000329999253,None,227.09000329999253,None,228.66171550005674,228.76339279999956,228.76339279999956,228.859958200017,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.7952770235546287,correct,"(0.4, 0)",l,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,l,0.48169080005027354,231.71943669999018,None,229.34988059999887,None,229.34988059999887,None,229.34988059999887,None,231.6229479999747,231.71943669999018,231.71943669999018,231.82899549999274,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.5762605474981782,correct,"(-0.4, 0)",a,,,,,0,15,15,2,,,,,,,,,,,,,,,,,,,,,a,0.40646520000882447,234.37976619997062,None,232.22833359998185,None,232.22833359998185,None,232.22833359998185,None,234.28304680006113,234.37976619997062,234.37976619997062,234.48425219999626,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.5428012121350249,incorrect,"(-0.4, 0)",a,,,,,0,16,16,19,,,,,,,,,,,,,,,,,,,,,a,0.5156719000078738,236.92520749999676,None,234.80574720003642,None,234.80574720003642,None,234.80574720003642,None,236.82834140001796,236.92520749999676,236.92520749999676,237.0287371999584,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.28710372813133933,correct,"(0.4, 0)",l,,,,,0,17,17,23,,,,,,,,,,,,,,,,,,,,,l,0.7867315999465063,239.3251812000526,None,237.45935649995226,None,237.45935649995226,None,237.45935649995226,None,239.22813159995712,239.3251812000526,239.3251812000526,239.4309421000071,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.37826961368195333,incorrect,"(0.4, 0)",l,,,,,0,18,18,38,,,,,,,,,,,,,,,,,,,,,a,0.9519474999979138,242.0947929000249,None,240.1322350000264,None,240.1322350000264,None,240.1322350000264,None,241.98671219998505,242.0826535000233,242.0947929000249,242.20079360005911,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.641709836185558,incorrect,"(-0.4, 0)",a,,,,,0,19,19,12,,,,,,,,,,,,,,,,,,,,,l,1.2314567000139505,245.288710599998,None,243.06839749997016,None,243.06839749997016,None,243.06839749997016,None,245.1917242000345,245.288710599998,245.288710599998,245.3949314999627,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.45451080672945254,incorrect,"(0.4, 0)",l,,,,,0,20,20,33,,,,,,,,,,,,,,,,,,,,,a,0.474540900089778,248.57940659997985,None,246.54637810005806,None,246.54637810005806,None,246.54637810005806,None,248.4824008999858,248.57940659997985,248.57940659997985,248.6770035000518,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.0325124900817807,correct,"(0.4, 0)",l,,,,,0,21,21,26,,,,,,,,,,,,,,,,,,,,,l,0.9979969999985769,250.68421800003853,None,249.07062749995384,None,249.07062749995384,None,249.07062749995384,None,250.58580640004948,250.68421800003853,250.68421800003853,250.77937120001297,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.2427756313014502,correct,"(0.4, 0)",l,,,,,0,22,22,25,,,,,,,,,,,,,,,,,,,,,l,0.333123299991712,253.53113320004195,None,251.7068371999776,None,251.7068371999776,None,251.7068371999776,None,253.42281300004106,253.51884729997255,253.53113320004195,253.64049370004795,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.4433431966992393,incorrect,"(-0.4, 0)",a,,,,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,a,0.42460910009685904,255.91257699998096,None,253.88867280003615,None,253.88867280003615,None,253.88867280003615,None,255.81569519999903,255.91257699998096,255.91257699998096,256.0155259000603,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.42042298933524336,correct,"(0.4, 0)",l,,,,,0,24,24,21,,,,,,,,,,,,,,,,,,,,,l,1.731058800010942,258.35513869998977,None,256.3583083000267,None,256.3583083000267,None,256.3583083000267,None,258.25798780005425,258.35513869998977,258.35513869998977,258.4619525000453,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.8504486269585174,incorrect,"(-0.4, 0)",a,,,,,0,25,25,13,,,,,,,,,,,,,,,,,,,,,a,0.48921240004710853,262.5429443999892,None,260.11278620001394,None,260.11278620001394,None,260.11278620001394,None,262.4458280999679,262.5429443999892,262.5429443999892,262.64850340003613,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.5147733584100419,correct,"(0.4, 0)",l,,,,,0,26,26,29,,,,,,,,,,,,,,,,,,,,,l,0.7399932000553235,265.14028259995393,None,263.0501968000317,None,263.0501968000317,None,263.0501968000317,None,265.04088330001105,265.14028259995393,265.14028259995393,265.2359980000183,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.33228981667356505,correct,"(-0.4, 0)",a,,,,,0,27,27,0,,,,,,,,,,,,,,,,,,,,,a,0.3637082999339327,267.81130689999554,None,265.8985098999692,None,265.8985098999692,None,265.8985098999692,None,267.7126655000029,267.81130689999554,267.81130689999554,267.9072858999716,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.5323305070662401,incorrect,"(0.4, 0)",l,,,,,0,28,28,35,,,,,,,,,,,,,,,,,,,,,l,0.6694779000245035,270.3064939000178,None,268.19168289995287,None,268.19168289995287,None,268.19168289995287,None,270.19740569998976,270.2941813999787,270.3064939000178,270.4132835000055,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
