cue_stim_type,cue_orientation,cue_position,cue_time,cue_type,stim_position,expected_response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,exo_trials.thisRepN,exo_trials.thisTrialN,exo_trials.thisN,exo_trials.thisIndex,intro_text.started,intro_text.stopped,intro_resp.keys,intro_resp.rt,intro_resp.started,intro_resp.stopped,key_resp.keys,key_resp.started,key_resp.stopped,endo_right.started,endo_right.stopped,endo_left.started,endo_left.stopped,fixation_cross.started,fixation_cross.stopped,endo_cue.started,endo_cue.stopped,endo_stimulus.started,endo_stimulus.stopped,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,exo_right.started,exo_right.stopped,exo_left.started,exo_left.stopped,fixation.started,fixation.stopped,exo_cue.started,exo_cue.stopped,exo_stimulus.started,exo_stimulus.stopped,outro_text.started,outro_text.stopped,participant,date,expName,psychopyVersion,frameRate,
exo,,"(0.4, 0)",0.7952770235546287,correct,"(0.4, 0)",l,,,,,0,11,11,28,,,,,,,,,,,,,,,,,,,,,None,,517.3776201999281,515.002226099954,515.002226099954,521.9967028999235,515.002226099954,521.9967028999235,515.002226099954,521.9967028999235,517.2693152999273,517.3653879999183,517.3776201999281,517.4783832000103,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.7938944825899228,correct,"(0.4, 0)",l,,,,,0,12,12,22,,,,,,,,,,,,,,,,,,,,,None,,526.7598815999227,524.3895524999825,524.3895524999825,531.3956426000223,524.3895524999825,531.3956426000223,524.3895524999825,531.3956426000223,526.6625322999898,526.7598815999227,526.7598815999227,526.8564044999657,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.32297157550068845,incorrect,"(0.4, 0)",l,,,,,0,13,13,32,,,,,,,,,,,,,,,,,,,,,l,1.1025886998977512,535.6700562000042,533.7616362000117,533.7616362000117,None,533.7616362000117,None,533.7616362000117,None,535.5656965000089,535.6700562000042,535.6700562000042,535.7663784999168,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.004487989147306193,incorrect,"(0.4, 0)",l,,,,,0,14,14,30,,,,,,,,,,,,,,,,,,,,,l,1.4148278000066057,538.3831805000082,None,536.7960692999186,None,536.7960692999186,None,536.7960692999186,None,538.2860670000082,538.3831805000082,538.3831805000082,538.489161000005,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.843533813309906,incorrect,"(-0.4, 0)",a,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,a,0.6748704999918118,542.2374726999551,None,539.8158708999399,None,539.8158708999399,None,539.8158708999399,None,542.141298100003,542.2374726999551,542.2374726999551,542.3463399999309,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.5147733584100419,correct,"(0.4, 0)",l,,,,,0,16,16,29,,,,,,,,,,,,,,,,,,,,,l,1.9010444999439642,545.0339699999895,None,542.9411984999897,None,542.9411984999897,None,542.9411984999897,None,544.9388269999763,545.0504734999267,545.0339699999895,545.1380140000256,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.45451080672945254,incorrect,"(0.4, 0)",l,,,,,0,17,17,33,,,,,,,,,,,,,,,,,,,,,l,1.176303599961102,548.9830696999561,None,546.9529162999243,None,546.9529162999243,None,546.9529162999243,None,548.8865421999944,548.9830696999561,548.9830696999561,549.0809957999736,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.28710372813133933,correct,"(0.4, 0)",l,,,,,0,18,18,23,,,,,,,,,,,,,,,,,,,,,l,1.4963939000153914,552.0436578999506,None,550.1766860999633,None,550.1766860999633,None,550.1766860999633,None,551.9470382999862,552.0436578999506,552.0436578999506,552.1410408000229,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.04126128936196305,correct,"(-0.4, 0)",a,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,a,0.7738359000068158,555.177949899924,None,553.5585194999585,None,553.5585194999585,None,553.5585194999585,None,555.080406999914,555.177949899924,555.177949899924,555.2797515999991,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.8504486269585174,incorrect,"(-0.4, 0)",a,,,,,0,20,20,13,,,,,,,,,,,,,,,,,,,,,a,0.8095283000729978,558.4076142000267,None,555.9767194999149,None,555.9767194999149,None,555.9767194999149,None,558.3101459000027,558.4076142000267,558.4076142000267,558.5073217999889,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.42042298933524336,correct,"(0.4, 0)",l,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,l,1.8544721000362188,561.2442254999187,None,559.2431511000032,None,559.2431511000032,None,559.2431511000032,None,561.146854099934,561.2442254999187,561.2442254999187,561.3405900999205,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.4433431966992393,incorrect,"(-0.4, 0)",a,,,,,0,22,22,18,,,,,,,,,,,,,,,,,,,,,a,0.6964552000863478,565.148503299919,None,563.1191081999568,None,563.1191081999568,None,563.1191081999568,None,565.0437819999643,565.148503299919,565.148503299919,565.2455307999626,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.0021202459600094814,incorrect,"(-0.4, 0)",a,,,,,0,23,23,14,,,,,,,,,,,,,,,,,,,,,a,0.5126926000230014,567.4496277000289,None,565.868487300002,None,565.868487300002,None,565.868487300002,None,567.3524366000202,567.4496277000289,567.4496277000289,567.5584193000104,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.36271911781023525,correct,"(-0.4, 0)",a,,,,,0,24,24,3,,,,,,,,,,,,,,,,,,,,,a,0.554847399936989,569.924301299965,None,567.9841040999163,None,567.9841040999163,None,567.9841040999163,None,569.8256319999928,569.924301299965,569.924301299965,570.0263587000081,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.5323305070662401,incorrect,"(0.4, 0)",l,,,,,0,25,25,35,,,,,,,,,,,,,,,,,,,,,l,0.7575369999976829,572.6134362999583,None,570.4975733999163,None,570.4975733999163,None,570.4975733999163,None,572.511285000015,572.6134362999583,572.6134362999583,572.7131705000065,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.09319469313166973,incorrect,"(-0.4, 0)",a,,,,,0,26,26,17,,,,,,,,,,,,,,,,,,,,,a,0.621571300085634,575.0750027999748,None,573.400299699977,None,573.400299699977,None,573.400299699977,None,574.970665199915,575.0750027999748,575.0750027999748,575.1725104999496,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.49994137550299844,correct,"(-0.4, 0)",a,,,,,0,27,27,8,,,,,,,,,,,,,,,,,,,,,a,0.49130290001630783,577.8008219000185,None,575.7157119999174,None,575.7157119999174,None,575.7157119999174,None,577.6924195999745,577.7883718999801,577.8008219000185,577.8979881999549,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.1204646432692501,correct,"(-0.4, 0)",a,,,,,0,28,28,5,,,,,,,,,,,,,,,,,,,,,a,0.4382571999449283,580.013577500009,None,578.3155567999929,None,578.3155567999929,None,578.3155567999929,None,579.9156395000173,580.013577500009,580.013577500009,580.1114778999472,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.7386611339705057,correct,"(0.4, 0)",l,,,,,0,29,29,27,,,,,,,,,,,,,,,,,,,,,l,0.7259818000020459,582.7892354999203,None,580.4761446999619,None,580.4761446999619,None,580.4761446999619,None,582.691790199955,582.7892354999203,582.7892354999203,582.8884140999289,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.37826961368195333,incorrect,"(0.4, 0)",l,,,,,0,30,30,38,,,,,,,,,,,,,,,,,,,,,l,0.942932799924165,585.4979191999882,None,583.5366959000239,None,583.5366959000239,None,583.5366959000239,None,585.388489899924,585.4857474999735,585.4979191999882,585.597288699937,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.1153605878572842,incorrect,"(0.4, 0)",l,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,l,0.8659707999322563,588.1578407000052,None,586.4630489000119,None,586.4630489000119,None,586.4630489000119,None,588.0609763999237,588.1578407000052,588.1578407000052,588.2554508999456,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.6213500325446535,correct,"(0.4, 0)",l,,,,,0,32,32,24,,,,,,,,,,,,,,,,,,,,,a,0.9794198999879882,591.2396636999911,None,589.0428245000076,None,589.0428245000076,None,589.0428245000076,None,591.1419284000294,591.2396636999911,591.2396636999911,591.3394832999911,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.5762605474981782,correct,"(-0.4, 0)",a,,,,,0,33,33,2,,,,,,,,,,,,,,,,,,,,,a,0.6711179000558332,594.395379499998,None,592.2364077999955,None,592.2364077999955,None,592.2364077999955,None,594.2976263000164,594.395379499998,594.395379499998,594.4944221000187,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.6190691391152903,correct,"(-0.4, 0)",a,,,,,0,34,34,6,,,,,,,,,,,,,,,,,,,,,a,0.5973466000286862,597.2937760999193,None,595.0914077999769,None,595.0914077999769,None,595.0914077999769,None,597.1892298000166,597.2937760999193,597.2937760999193,597.3943807999603,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.2836317994317733,incorrect,"(-0.4, 0)",a,,,,,0,35,35,10,,,,,,,,,,,,,,,,,,,,,a,0.4155661999247968,599.7820476000197,None,597.9156909999438,None,597.9156909999438,None,597.9156909999438,None,599.6728478999576,599.7697844000068,599.7820476000197,599.8795360999648,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.33228981667356505,correct,"(-0.4, 0)",a,,,,,0,36,36,0,,,,,,,,,,,,,,,,,,,,,a,0.4837505000177771,602.1333955000155,None,600.2197471000254,None,600.2197471000254,None,600.2197471000254,None,602.0366954000201,602.1333955000155,602.1333955000155,602.2314182999544,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.5423668062603715,incorrect,"(-0.4, 0)",a,,,,,0,37,37,11,,,,,,,,,,,,,,,,,,,,,None,,604.7521795999492,None,602.6359211999224,609.6311701999512,602.6359211999224,609.6311701999512,602.6359211999224,609.6311701999512,604.6625660000136,604.7694327000063,604.7521795999492,604.8491274999687,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.1564137278799309,correct,"(-0.4, 0)",a,,,,,0,38,38,1,,,,,,,,,,,,,,,,,,,,,a,0.5855293999193236,613.4852469000034,611.7550391999539,611.7550391999539,None,611.7550391999539,None,611.7550391999539,None,613.3881311999867,613.4852469000034,613.4852469000034,613.58430639992,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.5428012121350249,incorrect,"(-0.4, 0)",a,,,,,0,39,39,19,,,,,,,,,,,,,,,,,,,,,a,0.4678023000014946,616.2194245000137,None,614.0913009999786,None,614.0913009999786,None,614.0913009999786,None,616.1150421999628,616.2194245000137,616.2194245000137,616.3206161999842,,,006,2021_Dec_01_1442,cueing,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.8008808000013,None,,,,,,
